date,entry_time,entry_price,exit_time,exit_price,signal,gross_pnl,net_pnl
2015-04-23,2015-04-23 09:30:00,8477.5,2015-04-23 15:15:00,8401.6,1,-75.9000,-75.9911
2015-04-24,2015-04-24 09:30:00,8345.4,2015-04-24 15:15:00,8306.45,-1,38.9500,38.9033
2015-04-28,2015-04-28 09:50:00,8235.55,2015-04-28 15:15:00,8297.25,1,61.7000,61.6260
2015-04-29,2015-04-29 09:30:00,8278.15,2015-04-29 15:15:00,8239.95,1,-38.2000,-38.2458
2015-04-30,2015-04-30 09:30:00,8156.8,2015-04-30 15:15:00,8172.35,-1,-15.5500,-15.5687
2015-05-04,2015-05-04 09:30:00,8278.95,2015-05-04 15:15:00,8328.95,1,50.0000,49.9400
2015-05-05,2015-05-05 09:30:00,8304.85,2015-05-05 15:15:00,8326.2,-1,-21.3500,-21.3756
2015-05-07,2015-05-07 12:40:00,8033.2,2015-05-07 15:15:00,8069.15,-1,-35.9500,-35.9931
2015-05-11,2015-05-11 09:30:00,8254.45,2015-05-11 15:15:00,8328.3,1,73.8500,73.7614
2015-05-12,2015-05-12 09:30:00,8214,2015-05-12 15:15:00,8118.6,-1,95.4000,95.2855
2015-05-13,2015-05-13 10:50:00,8196.35,2015-05-13 15:15:00,8234.25,-1,-37.9000,-37.9455
2015-05-14,2015-05-14 09:30:00,8186.7,2015-05-14 15:15:00,8229.25,1,42.5500,42.4989
2015-05-15,2015-05-15 09:30:00,8229.75,2015-05-15 15:15:00,8260.65,-1,-30.9000,-30.9371
2015-05-18,2015-05-18 09:50:00,8316.5,2015-05-18 15:15:00,8374.45,1,57.9500,57.8805
2015-05-19,2015-05-19 09:30:00,8339.05,2015-05-19 15:15:00,8368.45,-1,-29.4000,-29.4353
2015-05-20,2015-05-20 12:10:00,8408.4,2015-05-20 15:15:00,8422.65,-1,-14.2500,-14.2671
2015-05-21,2015-05-21 09:30:00,8411.9,2015-05-21 15:15:00,8422.1,-1,-10.2000,-10.2122
2015-05-22,2015-05-22 09:45:00,8437.1,2015-05-22 15:15:00,8461.2,1,24.1000,24.0711
2015-05-25,2015-05-25 10:15:00,8432.65,2015-05-25 15:15:00,8373.35,1,-59.3000,-59.3712
2015-05-26,2015-05-26 09:30:00,8343.35,2015-05-26 15:15:00,8332.45,-1,10.9000,10.8869
2015-05-28,2015-05-28 09:40:00,8337.45,2015-05-28 15:15:00,8321.05,-1,16.4000,16.3803
2015-06-01,2015-06-01 09:40:00,8425.35,2015-06-01 15:15:00,8436.4,-1,-11.0500,-11.0633
