date,entry_time,entry_price,exit_time,exit_price,signal,gross_pnl,net_pnl
2017-08-17,2017-08-17 09:35:00,9929.7,2017-08-17 15:15:00,9889.8,1,-39.9000,-39.9479
2017-08-18,2017-08-18 09:30:00,9828.15,2017-08-18 15:15:00,9843.35,-1,-15.2000,-15.2182
2017-08-21,2017-08-21 09:30:00,9883.05,2017-08-21 15:15:00,9754.9,1,-128.1500,-128.3038
2017-08-22,2017-08-22 09:30:00,9783.85,2017-08-22 15:15:00,9765.35,-1,18.5000,18.4778
2017-08-23,2017-08-23 14:15:00,9791.5,2017-08-23 15:15:00,9854.45,-1,-62.9500,-63.0255
2017-08-24,2017-08-24 09:30:00,9866.25,2017-08-24 15:15:00,9863.4,1,-2.8500,-2.8534
2017-08-29,2017-08-29 09:30:00,9854.9,2017-08-29 15:15:00,9795.4,-1,59.5000,59.4286
2017-08-30,2017-08-30 09:30:00,9876.25,2017-08-30 15:15:00,9882.5,1,6.2500,6.2425
2017-08-31,2017-08-31 09:30:00,9867.85,2017-08-31 15:15:00,9918.85,-1,-51.0000,-51.0612
2017-09-01,2017-09-01 09:40:00,9943.25,2017-09-01 15:15:00,9978.75,1,35.5000,35.4574
2017-09-04,2017-09-04 10:10:00,9955.75,2017-09-04 15:15:00,9918.8,-1,36.9500,36.9057
2017-09-05,2017-09-05 09:30:00,9942.55,2017-09-05 15:15:00,9955.25,1,12.7000,12.6848
2017-09-06,2017-09-06 09:45:00,9910.45,2017-09-06 15:15:00,9911.65,1,1.2000,1.1986
2017-09-07,2017-09-07 09:30:00,9941.75,2017-09-07 15:15:00,9935.5,-1,6.2500,6.2425
2017-09-08,2017-09-08 09:50:00,9949.05,2017-09-08 15:15:00,9938.1,-1,10.9500,10.9369
2017-09-11,2017-09-11 09:30:00,9991.3,2017-09-11 15:15:00,10007.2,1,15.9000,15.8809
2017-09-12,2017-09-12 10:40:00,10051.35,2017-09-12 15:15:00,10092.85,1,41.5000,41.4502
2017-09-13,2017-09-13 09:30:00,10104.65,2017-09-13 15:15:00,10069.9,1,-34.7500,-34.7917
2017-09-14,2017-09-14 11:00:00,10108.15,2017-09-14 15:15:00,10083.8,-1,24.3500,24.3208
2017-09-15,2017-09-15 14:30:00,10095.3,2017-09-15 15:15:00,10085.2,1,-10.1000,-10.1121
2017-09-18,2017-09-18 09:40:00,10165.95,2017-09-18 15:15:00,10151.7,1,-14.2500,-14.2671
2017-09-19,2017-09-19 09:30:00,10153.15,2017-09-19 15:15:00,10147.8,1,-5.3500,-5.3564
2017-09-20,2017-09-20 10:05:00,10149.25,2017-09-20 15:15:00,10141.4,-1,7.8500,7.8406
2017-09-22,2017-09-22 09:30:00,10029.9,2017-09-22 15:15:00,9965.05,-1,64.8500,64.7722
2017-09-25,2017-09-25 09:30:00,9873.6,2017-09-25 15:15:00,9876,-1,-2.4000,-2.4029
2017-09-26,2017-09-26 09:45:00,9869.4,2017-09-26 15:15:00,9873.45,1,4.0500,4.0451
2017-09-27,2017-09-27 09:30:00,9862.65,2017-09-27 15:15:00,9726.4,-1,136.2500,136.0865
2017-09-28,2017-09-28 09:30:00,9693.45,2017-09-28 15:15:00,9764.05,-1,-70.6000,-70.6847
2017-09-29,2017-09-29 11:50:00,9825.45,2017-09-29 15:15:00,9784.15,1,-41.3000,-41.3496
2017-10-05,2017-10-05 09:45:00,9930.45,2017-10-05 15:15:00,9883.7,1,-46.7500,-46.8061
2017-10-06,2017-10-06 09:35:00,9929.65,2017-10-06 15:15:00,9982.95,-1,-53.3000,-53.3640
2017-10-09,2017-10-09 09:30:00,9996.1,2017-10-09 15:15:00,9990.9,1,-5.2000,-5.2062
2017-10-10,2017-10-10 09:30:00,10013.55,2017-10-10 15:15:00,10018.1,-1,-4.5500,-4.5555
