date,entry_price,exit_price,signal,gross_pnl,net_pnl,cum_pnl,running_max,drawdown
2015-05-20,8408.4,8422.65,-1,-14.25,-14.2671,922.6887,966.3911,-43.70238
2015-05-21,8411.9,8422.1,-1,-10.2,-10.21224,912.4765,966.3911,-53.91462
2015-05-22,8437.1,8461.2,1,24.1,24.07108,936.5475,966.3911,-29.84354
2015-05-25,8432.65,8373.35,1,-59.3,-59.22884,877.3187,966.3911,-89.07238
2015-05-26,8343.35,8332.45,-1,10.9,10.91308,888.2318,966.3911,-78.1593
2015-05-28,8337.45,8321.05,-1,16.4,16.41968,904.6515,966.3911,-61.73962
2015-06-01,8425.35,8436.4,-1,-11.05,-11.06326,893.5882,966.3911,-72.80288
2015-06-02,8360.3,8236.85,-1,123.45,123.5981,1017.186,1017.186,0
2015-06-03,8185.7,8128.5,-1,57.2,57.26864,1074.455,1074.455,0
2015-06-04,8123.9,8127.6,-1,-3.7,-3.70444,1070.751,1074.455,-3.70444
2015-06-05,8109.35,8118.55,-1,-9.2,-9.21104,1061.539,1074.455,-12.91548
2015-06-08,8066.45,8051.55,-1,14.9,14.91788,1076.457,1076.457,0
2015-06-09,8040.4,8025.1,1,-15.3,-15.28164,1061.176,1076.457,-15.28164
2015-06-10,8106.95,8122.25,1,15.3,15.28164,1076.457,1076.457,0
2015-06-11,8142.95,7969.3,-1,173.65,173.8584,1250.316,1250.316,0
2015-06-12,7948.3,7984.5,-1,-36.2,-36.24344,1214.072,1250.316,-36.24344
2015-06-16,7976.65,8050.45,-1,-73.8,-73.88856,1140.184,1250.316,-110.132
2015-06-17,8066,8089.8,-1,-23.8,-23.82856,1116.355,1250.316,-133.9606
2015-06-18,8153.15,8174.4,1,21.25,21.2245,1137.58,1250.316,-112.7361
2015-06-19,8206.35,8214.1,-1,-7.75,-7.7593,1129.82,1250.316,-120.4954
2015-06-22,8270.25,8351.9,-1,-81.65,-81.74798,1048.072,1250.316,-202.2433
2015-06-23,8363.5,8384.45,1,20.95,20.92486,1068.997,1250.316,-181.3185
2015-06-24,8375.45,8345.3,-1,30.15,30.18618,1099.183,1250.316,-151.1323
2015-06-25,8360.85,8397,1,36.15,36.10662,1135.29,1250.316,-115.0257
2015-06-26,8363.65,8381.65,-1,-18,-18.0216,1117.268,1250.316,-133.0473
2015-06-29,8240.15,8310.8,1,70.65,70.56522,1187.834,1250.316,-62.48206
2015-06-30,8310.4,8367.9,-1,-57.5,-57.569,1130.265,1250.316,-120.0511
2015-07-01,8387.95,8446.1,1,58.15,58.08022,1188.345,1250.316,-61.97084
2015-07-03,8462.15,8478.95,-1,-16.8,-16.82016,1171.525,1250.316,-78.791
2015-07-07,8534.2,8510.55,-1,23.65,23.67838,1195.203,1250.316,-55.11262
2015-07-08,8430.05,8358.15,-1,71.9,71.98628,1267.189,1267.189,0
2015-07-09,8350.65,8326.95,-1,23.7,23.72844,1290.918,1290.918,0
2015-07-10,8354.5,8359.95,-1,-5.45,-5.45654,1285.461,1290.918,-5.45654
2015-07-13,8366.1,8462.2,-1,-96.1,-96.21532,1189.246,1290.918,-101.6719
2015-07-14,8433.6,8461.4,-1,-27.8,-27.83336,1161.413,1290.918,-129.5052
2015-07-15,8500.6,8526.7,1,26.1,26.06868,1187.481,1290.918,-103.4365
2015-07-16,8568.5,8605.9,1,37.4,37.35512,1224.836,1290.918,-66.08142
2015-07-20,8574.7,8601.15,-1,-26.45,-26.48174,1198.355,1290.918,-92.56316
2015-07-21,8606.95,8526.15,1,-80.8,-80.70304,1117.652,1290.918,-173.2662
2015-07-22,8514.6,8633.3,1,118.7,118.5576,1236.209,1290.918,-54.70864
2015-07-24,8579.3,8522.3,1,-57,-56.9316,1179.278,1290.918,-111.6402
2015-07-27,8445.1,8356.35,-1,88.75,88.8565,1268.134,1290.918,-22.78374
2015-07-28,8396.15,8337.45,1,-58.7,-58.62956,1209.505,1290.918,-81.4133
2015-07-31,8483.45,8536.05,1,52.6,52.53688,1262.041,1290.918,-28.87642
2015-08-03,8550.65,8547.05,1,-3.6,-3.59568,1258.446,1290.918,-32.4721
2015-08-04,8502.45,8513.35,-1,-10.9,-10.91308,1247.533,1290.918,-43.38518
2015-08-05,8562.8,8569.45,-1,-6.65,-6.65798,1240.875,1290.918,-50.04316
2015-08-06,8557.95,8592.65,-1,-34.7,-34.74164,1206.133,1290.918,-84.7848
2015-08-10,8602.2,8506.65,1,-95.55,-95.43534,1110.698,1290.918,-180.2201
2015-08-11,8523.85,8460.55,1,-63.3,-63.22404,1047.474,1290.918,-243.4442
2015-08-12,8418.2,8345.4,-1,72.8,72.88736,1120.361,1290.918,-170.5568
2015-08-14,8403.35,8521.25,1,117.9,117.7585,1238.12,1290.918,-52.7983
2015-08-18,8518.5,8470.6,1,-47.9,-47.84252,1190.277,1290.918,-100.6408
2015-08-19,8456.5,8491.4,1,34.9,34.85812,1225.135,1290.918,-65.7827
2015-08-20,8489.3,8374.45,1,-114.85,-114.7122,1110.423,1290.918,-180.4949
2015-08-21,8252.6,8308.1,1,55.5,55.4334,1165.856,1290.918,-125.0615
2015-08-24,8002.15,7820.7,-1,181.45,181.6677,1347.524,1347.524,0
2015-08-26,7853.35,7786.65,1,-66.7,-66.61996,1280.904,1347.524,-66.61996
2015-08-28,8048.35,8009.6,1,-38.75,-38.7035,1242.201,1347.524,-105.3235
2015-08-31,7973.5,7968.6,1,-4.9,-4.89412,1237.307,1347.524,-110.2176
2015-09-01,7918.95,7785.75,1,-133.2,-133.0402,1104.266,1347.524,-243.2577
2015-09-02,7779.8,7720.7,-1,59.1,59.17092,1163.437,1347.524,-184.0868
2015-09-04,7715.6,7655.35,-1,60.25,60.3223,1223.76,1347.524,-123.7645
2015-09-08,7556.1,7679.15,-1,-123.05,-123.1977,1100.562,1347.524,-246.9622
2015-09-09,7817.45,7828.45,1,11,10.9868,1111.549,1347.524,-235.9754
2015-09-10,7691.95,7789.6,-1,-97.65,-97.76718,1013.782,1347.524,-333.7426
2015-09-14,7772.3,7873.55,-1,-101.25,-101.3715,912.4101,1347.524,-435.1141
2015-09-16,7873.75,7901.7,1,27.95,27.91646,940.3265,1347.524,-407.1976
2015-09-18,8000.15,7992.45,1,-7.7,-7.69076,932.6358,1347.524,-414.8884
2015-09-21,7931.35,7971.5,1,40.15,40.10182,972.7376,1347.524,-374.7865
2015-09-22,7997.05,7818.85,-1,178.2,178.4138,1151.151,1347.524,-196.3727
2015-09-24,7850.55,7865.65,1,15.1,15.08188,1166.233,1347.524,-181.2908
2015-09-28,7851.95,7795.75,-1,56.2,56.26744,1222.501,1347.524,-125.0234
2015-09-29,7778.7,7849.15,1,70.45,70.36546,1292.866,1347.524,-54.65792
2015-09-30,7908.9,7955.75,1,46.85,46.79378,1339.66,1347.524,-7.86414
2015-10-01,7979.4,7947.55,-1,31.85,31.88822,1371.548,1371.548,0
2015-10-05,8049,8112.3,1,63.3,63.22404,1434.772,1434.772,0
2015-10-06,8147.75,8148.95,1,1.2,1.19856,1435.971,1435.971,0
2015-10-07,8165.5,8173.65,1,8.15,8.14022,1444.111,1444.111,0
2015-10-08,8155.1,8127.35,-1,27.75,27.7833,1471.894,1471.894,0
2015-10-09,8225.05,8185.8,1,-39.25,-39.2029,1432.691,1471.894,-39.2029
2015-10-12,8175.3,8141.2,-1,34.1,34.14092,1466.832,1471.894,-5.06198
2015-10-13,8121.35,8132.05,-1,-10.7,-10.71284,1456.119,1471.894,-15.77482
2015-10-14,8114.25,8106.45,-1,7.8,7.80936,1463.929,1471.894,-7.96546
2015-10-15,8154.95,8178.5,1,23.55,23.52174,1487.451,1487.451,0
2015-10-16,8172.8,8233.65,1,60.85,60.77698,1548.228,1548.228,0
2015-10-19,8260.45,8273.4,1,12.95,12.93446,1561.162,1561.162,0
2015-10-20,8274.85,8260,1,-14.85,-14.83218,1546.33,1561.162,-14.83218
2015-10-21,8282.4,8255.2,1,-27.2,-27.16736,1519.162,1561.162,-41.99954
2015-10-23,8305.1,8298.15,-1,6.95,6.95834,1526.121,1561.162,-35.0412
2015-10-27,8240.4,8233.05,1,-7.35,-7.34118,1518.78,1561.162,-42.38238
2015-10-28,8195.55,8171,-1,24.55,24.57946,1543.359,1561.162,-17.80292
2015-10-29,8141.05,8115.1,-1,25.95,25.98114,1569.34,1569.34,0
2015-10-30,8108.85,8064,-1,44.85,44.90382,1614.244,1614.244,0
2015-11-02,8027,8050.75,-1,-23.75,-23.7785,1590.466,1614.244,-23.7785
2015-11-03,8092.8,8066,1,-26.8,-26.76784,1563.698,1614.244,-50.54634
2015-11-04,8093.4,8040.35,-1,53.05,53.11366,1616.811,1616.811,0
2015-11-05,8002.8,7953.6,-1,49.2,49.25904,1666.07,1666.07,0
2015-11-06,7975.55,7948.6,-1,26.95,26.98234,1693.053,1693.053,0
2015-11-09,7829.5,7910.75,1,81.25,81.1525,1774.205,1774.205,0
2015-11-10,7868.6,7781.65,1,-86.95,-86.84566,1687.36,1774.205,-86.84566
2015-11-13,7756.8,7760.15,1,3.35,3.34598,1690.706,1774.205,-83.49968
2015-11-16,7729.35,7798.4,-1,-69.05,-69.13286,1621.573,1774.205,-152.6325
2015-11-17,7840.65,7841.3,1,0.65,0.64922,1622.222,1774.205,-151.9833
2015-11-18,7833,7732.3,1,-100.7,-100.5792,1521.643,1774.205,-252.5625
2015-11-19,7788.25,7842.5,1,54.25,54.1849,1575.828,1774.205,-198.3776
2015-11-20,7829.2,7853.6,-1,-24.4,-24.42928,1551.398,1774.205,-222.8069
2015-11-24,7846.9,7829.3,1,-17.6,-17.57888,1533.82,1774.205,-240.3857
2015-11-27,7905.05,7943.15,1,38.1,38.05428,1571.874,1774.205,-202.3315
2015-11-30,7959.9,7936.9,1,-23,-22.9724,1548.901,1774.205,-225.3039
2015-12-01,7963.25,7956.05,-1,7.2,7.20864,1556.11,1774.205,-218.0952
2015-12-02,7952.15,7935.5,-1,16.65,16.66998,1572.78,1774.205,-201.4252
2015-12-04,7808.8,7784.5,1,-24.3,-24.27084,1548.509,1774.205,-225.6961
2015-12-08,7751.35,7699.45,1,-51.9,-51.83772,1496.671,1774.205,-277.5338
2015-12-09,7694.8,7612.6,1,-82.2,-82.10136,1414.57,1774.205,-359.6352
2015-12-10,7641.8,7685.05,1,43.25,43.1981,1457.768,1774.205,-316.4371
2015-12-11,7672.85,7603.35,1,-69.5,-69.4166,1388.352,1774.205,-385.8537
2015-12-14,7590.05,7649.65,1,59.6,59.52848,1447.88,1774.205,-326.3252
2015-12-15,7635,7703.3,-1,-68.3,-68.38196,1379.498,1774.205,-394.7071
2015-12-17,7770.55,7847.2,-1,-76.65,-76.74198,1302.756,1774.205,-471.4491
2015-12-18,7816,7763.55,-1,52.45,52.51294,1355.269,1774.205,-418.9362
2015-12-22,7805.75,7786.5,-1,19.25,19.2731,1374.542,1774.205,-399.6631
2015-12-23,7854.8,7867,1,12.2,12.18536,1386.728,1774.205,-387.4777
2015-12-28,7893.25,7926.2,1,32.95,32.91046,1419.638,1774.205,-354.5673
2015-12-29,7928.85,7929.35,-1,-0.5,-0.5006,1419.137,1774.205,-355.0679
2015-12-30,7931.8,7896.05,-1,35.75,35.7929,1454.93,1774.205,-319.275
2015-12-31,7909.65,7947.3,1,37.65,37.60482,1492.535,1774.205,-281.6701
2016-01-01,7930.55,7964.3,1,33.75,33.7095,1526.245,1774.205,-247.9606
2016-01-04,7918.75,7784.25,1,-134.5,-134.3386,1391.906,1774.205,-382.2992
2016-01-05,7801.15,7785.15,-1,16,16.0192,1407.925,1774.205,-366.28
2016-01-06,7773.05,7738.5,1,-34.55,-34.50854,1373.417,1774.205,-400.7886
2016-01-08,7600.95,7599.1,-1,1.85,1.85222,1375.269,1774.205,-398.9364
2016-01-11,7505.1,7558.45,-1,-53.35,-53.41402,1321.855,1774.205,-452.3504
2016-01-12,7561,7506.1,-1,54.9,54.96588,1376.821,1774.205,-397.3845
2016-01-13,7539.85,7569.55,-1,-29.7,-29.73564,1347.085,1774.205,-427.1201
2016-01-14,7490.9,7539.95,1,49.05,48.99114,1396.076,1774.205,-378.129
2016-01-15,7539.45,7443.3,-1,96.15,96.26538,1492.342,1774.205,-281.8636
2016-01-21,7374.6,7267.45,-1,107.15,107.2786,1599.62,1774.205,-174.585
2016-01-25,7479.15,7435.9,1,-43.25,-43.1981,1556.422,1774.205,-217.7831
2016-01-27,7443.9,7438.05,1,-5.85,-5.84298,1550.579,1774.205,-223.6261
2016-01-28,7444.45,7421.95,1,-22.5,-22.473,1528.106,1774.205,-246.0991
2016-01-29,7475.6,7568,1,92.4,92.28912,1620.395,1774.205,-153.81
2016-02-01,7574.7,7557.8,1,-16.9,-16.87972,1603.516,1774.205,-170.6897
2016-02-02,7561.1,7454.3,-1,106.8,106.9282,1710.444,1774.205,-63.76156
2016-02-03,7402.55,7356.3,1,-46.25,-46.1945,1664.249,1774.205,-109.9561
2016-02-04,7412.8,7407.8,-1,5,5.006,1669.255,1774.205,-104.9501
2016-02-05,7425.55,7482.4,1,56.85,56.78178,1726.037,1774.205,-48.16828
2016-02-08,7498.9,7379.7,1,-119.2,-119.057,1606.98,1774.205,-167.2252
2016-02-09,7320.1,7292.35,1,-27.75,-27.7167,1579.263,1774.205,-194.9419
2016-02-10,7247.9,7206.55,-1,41.35,41.39962,1620.663,1774.205,-153.5423
2016-02-11,7165.4,6994.65,-1,170.75,170.9549,1791.618,1791.618,0
2016-02-12,6998.15,6982.15,1,-16,-15.9808,1775.637,1791.618,-15.9808
2016-02-16,7144.55,7049.25,-1,95.3,95.41436,1871.051,1871.051,0
2016-02-17,7013.6,7110.55,-1,-96.95,-97.06634,1773.985,1871.051,-97.06634
2016-02-18,7207.05,7202.45,1,-4.6,-4.59448,1769.391,1871.051,-101.6608
2016-02-19,7186.3,7213.7,1,27.4,27.36712,1796.758,1871.051,-74.2937
2016-02-22,7227.75,7230.85,1,3.1,3.09628,1799.854,1871.051,-71.19742
2016-02-23,7195.85,7113.5,-1,82.35,82.44882,1882.303,1882.303,0
2016-02-24,7058.9,7016.35,-1,42.55,42.60106,1924.904,1924.904,0
2016-02-25,7000.4,6966.15,-1,34.25,34.2911,1959.195,1959.195,0
2016-02-26,7017.5,7026.7,-1,-9.2,-9.21104,1949.984,1959.195,-9.21104
2016-02-29,7042.9,6974.2,1,-68.7,-68.61756,1881.366,1959.195,-77.8286
2016-03-01,7110.45,7222.65,1,112.2,112.0654,1993.432,1993.432,0
2016-03-02,7330.3,7370,1,39.7,39.65236,2033.084,2033.084,0
2016-03-03,7447.2,7479.7,1,32.5,32.461,2065.545,2065.545,0
2016-03-04,7447.65,7483.85,-1,-36.2,-36.24344,2029.302,2065.545,-36.24344
2016-03-08,7514.6,7480,1,-34.6,-34.55848,1994.743,2065.545,-70.80192
2016-03-09,7438,7535.15,1,97.15,97.03342,2091.777,2091.777,0
2016-03-11,7510.95,7504.4,1,-6.55,-6.54214,2085.234,2091.777,-6.54214
2016-03-15,7523.1,7459.15,1,-63.95,-63.87326,2021.361,2091.777,-70.4154
2016-03-16,7443.25,7495.55,-1,-52.3,-52.36276,1968.998,2091.777,-122.7782
2016-03-17,7560.25,7518.15,-1,42.1,42.15052,2011.149,2091.777,-80.62764
2016-03-18,7543.65,7607.15,1,63.5,63.4238,2074.573,2091.777,-17.20384
2016-03-21,7641.2,7711.65,1,70.45,70.36546,2144.938,2144.938,0
2016-03-22,7700.9,7717.95,1,17.05,17.02954,2161.968,2161.968,0
2016-03-23,7705.45,7722.4,1,16.95,16.92966,2178.897,2178.897,0
2016-03-28,7709,7613.95,-1,95.05,95.16406,2274.061,2274.061,0
2016-03-29,7630.25,7598.2,1,-32.05,-32.01154,2242.05,2274.061,-32.01154
2016-03-30,7644.45,7731.15,-1,-86.7,-86.80404,2155.246,2274.061,-118.8156
2016-03-31,7740.15,7739.65,-1,0.5,0.5006,2155.746,2274.061,-118.315
2016-04-01,7725.85,7712.45,1,-13.4,-13.38392,2142.363,2274.061,-131.6989
2016-04-04,7761.85,7761.5,1,-0.35,-0.34958,2142.013,2274.061,-132.0485
2016-04-05,7722.55,7605,-1,117.55,117.6911,2259.704,2274.061,-14.35742
2016-04-06,7607.75,7607.95,-1,-0.2,-0.20024,2259.504,2274.061,-14.55766
2016-04-11,7548,7670.75,-1,-122.75,-122.8973,2136.607,2274.061,-137.455
2016-04-12,7695.15,7710.25,1,15.1,15.08188,2151.688,2274.061,-122.3731
2016-04-13,7816.5,7848.05,1,31.55,31.51214,2183.201,2274.061,-90.86094
2016-04-18,7861.1,7916.8,1,55.7,55.63316,2238.834,2274.061,-35.22778
2016-04-20,7929.6,7911.4,1,-18.2,-18.17816,2220.656,2274.061,-53.40594
2016-04-21,7952.15,7923.7,-1,28.45,28.48414,2249.14,2274.061,-24.9218
2016-04-26,7839.4,7964.7,1,125.3,125.1496,2374.289,2374.289,0
2016-04-27,7957.55,7980,-1,-22.45,-22.47694,2351.812,2374.289,-22.47694
2016-04-28,7976.15,7844.2,-1,131.95,132.1083,2483.921,2483.921,0
2016-04-29,7809.85,7855.25,-1,-45.4,-45.45448,2438.466,2483.921,-45.45448
2016-05-02,7806.45,7805.4,1,-1.05,-1.04874,2437.417,2483.921,-46.50322
2016-05-03,7871.95,7743.65,1,-128.3,-128.146,2309.271,2483.921,-174.6493
2016-05-04,7742,7702.8,1,-39.2,-39.15296,2270.118,2483.921,-213.8022
2016-05-05,7739.15,7733.65,1,-5.5,-5.4934,2264.625,2483.921,-219.2956
2016-05-06,7683.6,7736.6,-1,-53,-53.0636,2211.561,2483.921,-272.3592
2016-05-09,7817.8,7865.45,1,47.65,47.59282,2259.154,2483.921,-224.7664
2016-05-10,7865.7,7888.35,1,22.65,22.62282,2281.777,2483.921,-202.1436
2016-05-11,7856.8,7849.1,1,-7.7,-7.69076,2274.086,2483.921,-209.8343
2016-05-12,7905.05,7900.3,1,-4.75,-4.7443,2269.342,2483.921,-214.5786
2016-05-16,7803,7860.25,-1,-57.25,-57.3187,2212.023,2483.921,-271.8973
2016-05-17,7898.05,7894.6,-1,3.45,3.45414,2215.478,2483.921,-268.4432
2016-05-18,7830.45,7867.4,-1,-36.95,-36.99434,2178.483,2483.921,-305.4375
2016-05-19,7828.35,7786.35,-1,42,42.0504,2220.534,2483.921,-263.3871
2016-05-20,7769.8,7748.45,-1,21.35,21.37562,2241.909,2483.921,-242.0115
2016-05-23,7771.35,7731.6,-1,39.75,39.7977,2281.707,2483.921,-202.2138
2016-05-24,7741.35,7744.65,1,3.3,3.29604,2285.003,2483.921,-198.9178
2016-05-26,7969.85,8072.65,1,102.8,102.6766,2387.68,2483.921,-96.24114
2016-05-27,8124.5,8152.6,1,28.1,28.06628,2415.746,2483.921,-68.17486
2016-06-01,8174.2,8177.15,-1,-2.95,-2.95354,2412.792,2483.921,-71.1284
2016-06-02,8183.5,8220.05,1,36.55,36.50614,2449.298,2483.921,-34.62226
2016-06-03,8258.75,8226.45,1,-32.3,-32.26124,2417.037,2483.921,-66.8835
2016-06-06,8220.85,8201.75,-1,19.1,19.12292,2436.16,2483.921,-47.76058
2016-06-07,8234.95,8269.6,1,34.65,34.60842,2470.769,2483.921,-13.15216
2016-06-08,8280.25,8274.9,1,-5.35,-5.34358,2465.425,2483.921,-18.49574
2016-06-10,8194.7,8171.5,1,-23.2,-23.17216,2442.253,2483.921,-41.6679
2016-06-13,8120.3,8112.1,1,-8.2,-8.19016,2434.063,2483.921,-49.85806
2016-06-16,8130.35,8140.2,-1,-9.85,-9.86182,2424.201,2483.921,-59.71988
2016-06-17,8169.25,8168.55,-1,0.7,0.70084,2424.902,2483.921,-59.01904
2016-06-20,8167.45,8242.5,1,75.05,74.95994,2499.862,2499.862,0
2016-06-21,8211.25,8221.25,-1,-10,-10.012,2489.85,2499.862,-10.012
2016-06-22,8209.15,8200.5,-1,8.65,8.66038,2498.51,2499.862,-1.35162
2016-06-23,8202.55,8268.15,1,65.6,65.52128,2564.031,2564.031,0
2016-06-24,8057,8089.9,1,32.9,32.86052,2596.892,2596.892,0
2016-06-27,8095.05,8095.7,1,0.65,0.64922,2597.541,2597.541,0
2016-06-29,8160.9,8201.6,-1,-40.7,-40.74884,2556.792,2597.541,-40.74884
2016-06-30,8267.3,8291.5,1,24.2,24.17096,2580.963,2597.541,-16.57788
2016-07-01,8340.55,8329.45,1,-11.1,-11.08668,2569.876,2597.541,-27.66456
2016-07-04,8375.05,8368.7,-1,6.35,6.35762,2576.234,2597.541,-21.30694
2016-07-05,8351,8335.65,-1,15.35,15.36842,2591.602,2597.541,-5.93852
2016-07-07,8327.7,8325.15,-1,2.55,2.55306,2594.156,2597.541,-3.38546
2016-07-08,8298.8,8322.85,-1,-24.05,-24.07886,2570.077,2597.541,-27.46432
2016-07-12,8487.05,8523.85,-1,-36.8,-36.84416,2533.233,2597.541,-64.30848
2016-07-13,8534.8,8519.2,1,-15.6,-15.58128,2517.651,2597.541,-79.88976
2016-07-14,8522.4,8568.05,1,45.65,45.59522,2563.246,2597.541,-34.29454
2016-07-18,8578.6,8514.65,1,-63.95,-63.87326,2499.373,2597.541,-98.1678
2016-07-19,8527.8,8535.4,1,7.6,7.59088,2506.964,2597.541,-90.57692
2016-07-20,8547.65,8565.8,-1,-18.15,-18.17178,2488.792,2597.541,-108.7487
2016-07-21,8573.4,8513.05,1,-60.35,-60.27758,2428.515,2597.541,-169.0263
2016-07-22,8498.4,8537.35,-1,-38.95,-38.99674,2389.518,2597.541,-208.023
2016-07-25,8530.55,8638.85,-1,-108.3,-108.43,2281.088,2597.541,-316.453
2016-07-27,8638.05,8623.9,1,-14.15,-14.13302,2266.955,2597.541,-330.586
2016-07-28,8639.2,8668.35,-1,-29.15,-29.18498,2237.77,2597.541,-359.771
2016-08-01,8697.35,8635.95,1,-61.4,-61.32632,2176.444,2597.541,-421.0973
2016-08-02,8661.25,8621.65,-1,39.6,39.64752,2216.091,2597.541,-381.4498
2016-08-03,8584.25,8539.4,-1,44.85,44.90382,2260.995,2597.541,-336.546
2016-08-04,8520.55,8544.75,-1,-24.2,-24.22904,2236.766,2597.541,-360.775
2016-08-05,8617.9,8684.9,-1,-67,-67.0804,2169.686,2597.541,-427.8554
2016-08-08,8706,8713.95,-1,-7.95,-7.95954,2161.726,2597.541,-435.8149
2016-08-09,8698.2,8675.25,1,-22.95,-22.92246,2138.804,2597.541,-458.7374
2016-08-11,8580.9,8590.3,1,9.4,9.38872,2148.192,2597.541,-449.3487
2016-08-12,8638.85,8669.3,1,30.45,30.41346,2178.606,2597.541,-418.9352
2016-08-16,8671.05,8645.2,1,-25.85,-25.81898,2152.787,2597.541,-444.7542
2016-08-17,8653.6,8621.7,1,-31.9,-31.86172,2120.925,2597.541,-476.6159
2016-08-18,8652.95,8670.05,-1,-17.1,-17.12052,2103.805,2597.541,-493.7364
2016-08-19,8668.95,8668.55,-1,0.4,0.40048,2104.205,2597.541,-493.336
2016-08-22,8667.1,8629.65,-1,37.45,37.49494,2141.7,2597.541,-455.841
2016-08-23,8607.15,8631,-1,-23.85,-23.87862,2117.821,2597.541,-479.7196
2016-08-24,8630.3,8650.4,-1,-20.1,-20.12412,2097.697,2597.541,-499.8438
2016-08-25,8682,8587.3,1,-94.7,-94.58636,2003.111,2597.541,-594.4301
2016-08-26,8608.35,8574.9,-1,33.45,33.49014,2036.601,2597.541,-560.94
2016-08-29,8566.15,8605.1,1,38.95,38.90326,2075.504,2597.541,-522.0367
2016-08-30,8659.65,8742.65,1,83,82.9004,2158.405,2597.541,-439.1363
2016-08-31,8790.65,8779.45,1,-11.2,-11.18656,2147.218,2597.541,-450.3229
2016-09-01,8778,8766.7,-1,11.3,11.31356,2158.532,2597.541,-439.0093
2016-09-02,8774.7,8809.65,-1,-34.95,-34.99194,2123.54,2597.541,-474.0013
2016-09-06,8883.5,8943.9,1,60.4,60.32752,2183.867,2597.541,-413.6737
2016-09-07,8918.5,8924.15,-1,-5.65,-5.65678,2178.21,2597.541,-419.3305
2016-09-08,8901.05,8953.5,-1,-52.45,-52.51294,2125.698,2597.541,-471.8435
2016-09-09,8911.85,8859.15,1,-52.7,-52.63676,2073.061,2597.541,-524.4802
2016-09-12,8727.5,8712.8,-1,14.7,14.71764,2087.778,2597.541,-509.7626
2016-09-14,8720,8731.6,-1,-11.6,-11.61392,2076.165,2597.541,-521.3765
2016-09-15,8728.85,8737.7,-1,-8.85,-8.86062,2067.304,2597.541,-530.2371
2016-09-16,8806,8783.65,-1,22.35,22.37682,2089.681,2597.541,-507.8603
2016-09-19,8776.15,8806.3,-1,-30.15,-30.18618,2059.495,2597.541,-538.0465
2016-09-20,8770.9,8773.25,-1,-2.35,-2.35282,2057.142,2597.541,-540.3993
2016-09-21,8793.2,8779.7,1,-13.5,-13.4838,2043.658,2597.541,-553.8831
2016-09-22,8862.3,8870.3,-1,-8,-8.0096,2035.648,2597.541,-561.8927
2016-09-23,8864.05,8828.15,1,-35.9,-35.85692,1999.791,2597.541,-597.7496
2016-09-26,8785.9,8720.8,-1,65.1,65.17812,2064.97,2597.541,-532.5715
2016-09-27,8741.05,8703.2,-1,37.85,37.89542,2102.865,2597.541,-494.6761
2016-09-28,8722.5,8743.4,1,20.9,20.87492,2123.74,2597.541,-473.8012
2016-09-30,8603,8607.65,1,4.65,4.64442,2128.384,2597.541,-469.1567
2016-10-03,8681.75,8739.05,1,57.3,57.23124,2185.616,2597.541,-411.9255
2016-10-04,8767.55,8774.95,-1,-7.4,-7.40888,2178.207,2597.541,-419.3344
2016-10-06,8762.7,8712.65,1,-50.05,-49.98994,2128.217,2597.541,-469.3243
2016-10-07,8711.45,8694.2,-1,17.25,17.2707,2145.487,2597.541,-452.0536
2016-10-13,8622.3,8579.1,-1,43.2,43.25184,2188.739,2597.541,-408.8018
2016-10-14,8593.3,8582.95,1,-10.35,-10.33758,2178.402,2597.541,-419.1394
2016-10-17,8587.6,8520.65,1,-66.95,-66.86966,2111.532,2597.541,-486.009
2016-10-18,8583.75,8678.7,1,94.95,94.83606,2206.368,2597.541,-391.173
2016-10-19,8663.9,8657.6,-1,6.3,6.30756,2212.676,2597.541,-384.8654
2016-10-20,8722.7,8700.6,1,-22.1,-22.07348,2190.602,2597.541,-406.9389
2016-10-21,8689.3,8691.75,1,2.45,2.44706,2193.049,2597.541,-404.4918
2016-10-24,8688.05,8711,-1,-22.95,-22.97754,2170.072,2597.541,-427.4694
2016-10-25,8696.3,8690.2,-1,6.1,6.10732,2176.179,2597.541,-421.362
2016-10-26,8639.85,8620.6,1,-19.25,-19.2269,2156.952,2597.541,-440.5889
2016-10-27,8567.95,8616.2,-1,-48.25,-48.3079,2108.644,2597.541,-488.8968
2016-10-28,8588.95,8639.65,-1,-50.7,-50.76084,2057.883,2597.541,-539.6577
2016-11-01,8632.75,8621,1,-11.75,-11.7359,2046.147,2597.541,-551.3936
2016-11-02,8545.75,8511.2,1,-34.55,-34.50854,2011.639,2597.541,-585.9021
2016-11-03,8526.95,8484.5,1,-42.45,-42.39906,1969.24,2597.541,-628.3012
2016-11-04,8495.35,8428.6,1,-66.75,-66.6699,1902.57,2597.541,-694.9711
2016-11-07,8509.25,8501.1,1,-8.15,-8.14022,1894.43,2597.541,-703.1113
2016-11-08,8552.5,8552.1,1,-0.4,-0.39952,1894.03,2597.541,-703.5108
2016-11-09,8182.7,8426.6,-1,-243.9,-244.1927,1649.838,2597.541,-947.7035
2016-11-10,8561.5,8525.8,1,-35.7,-35.65716,1614.18,2597.541,-983.3607
2016-11-11,8428.8,8294.7,-1,134.1,134.2609,1748.441,2597.541,-849.0997
2016-11-15,8221.9,8111.9,1,-110,-109.868,1638.573,2597.541,-958.9677
2016-11-16,8150.95,8105.75,1,-45.2,-45.14576,1593.428,2597.541,-1004.114
