date,entry_price,exit_price,signal,gross_pnl,net_pnl,cum_pnl,running_max,drawdown
2016-11-18,8063.3,8069.45,-1,-6.15,-6.15738,1587.27,2597.541,-1010.271
2016-11-21,8032.9,7929.25,-1,103.65,103.7744,1691.045,2597.541,-906.4965
2016-11-23,8024.2,8035.85,1,11.65,11.63602,1702.681,2597.541,-894.8605
2016-11-24,7995.05,7957.6,1,-37.45,-37.40506,1665.275,2597.541,-932.2655
2016-11-25,8001.6,8117.5,1,115.9,115.7609,1781.036,2597.541,-816.5046
2016-11-28,8124.1,8123.6,1,-0.5,-0.4994,1780.537,2597.541,-817.004
2016-11-29,8167.8,8139,1,-28.8,-28.76544,1751.772,2597.541,-845.7695
2016-11-30,8141.9,8230.6,-1,-88.7,-88.80644,1662.965,2597.541,-934.5759
2016-12-01,8216.5,8194.3,-1,22.2,22.22664,1685.192,2597.541,-912.3493
2016-12-02,8152.25,8085.65,1,-66.6,-66.52008,1618.672,2597.541,-978.8693
2016-12-05,8109.65,8124.85,1,15.2,15.18176,1633.853,2597.541,-963.6876
2016-12-06,8152.7,8148.6,-1,4.1,4.10492,1637.958,2597.541,-959.5827
2016-12-07,8167,8094.3,1,-72.7,-72.61276,1565.346,2597.541,-1032.195
2016-12-08,8197,8247.5,1,50.5,50.4394,1615.785,2597.541,-981.756
2016-12-09,8267.8,8258.6,1,-9.2,-9.18896,1606.596,2597.541,-990.945
2016-12-12,8215,8171.75,-1,43.25,43.3019,1649.898,2597.541,-947.6431
2016-12-13,8170.1,8219.4,1,49.3,49.24084,1699.139,2597.541,-898.4022
2016-12-14,8210.95,8180.25,1,-30.7,-30.66316,1668.476,2597.541,-929.0654
2016-12-15,8217.3,8150.9,1,-66.4,-66.32032,1602.155,2597.541,-995.3857
2016-12-16,8141.4,8137.7,-1,3.7,3.70444,1605.86,2597.541,-991.6813
2016-12-19,8121.4,8104.45,1,-16.95,-16.92966,1588.93,2597.541,-1008.611
2016-12-20,8112.8,8076.65,-1,36.15,36.19338,1625.123,2597.541,-972.4176
2016-12-21,8067.85,8057.7,-1,10.15,10.16218,1635.286,2597.541,-962.2554
2016-12-22,8021.25,7979.8,-1,41.45,41.49974,1676.785,2597.541,-920.7556
2016-12-23,7985.4,7983.25,1,-2.15,-2.14742,1674.638,2597.541,-922.9031
2016-12-26,7902.7,7909.2,-1,-6.5,-6.5078,1668.13,2597.541,-929.4109
2016-12-27,7925.55,8040.2,1,114.65,114.5124,1782.643,2597.541,-814.8984
2016-12-28,8033.95,8029.55,-1,4.4,4.40528,1787.048,2597.541,-810.4932
2016-12-29,8056.9,8110.3,1,53.4,53.33592,1840.384,2597.541,-757.1572
2016-12-30,8156.15,8184.85,1,28.7,28.66556,1869.049,2597.541,-728.4917
2017-01-02,8145.6,8178.25,-1,-32.65,-32.68918,1836.36,2597.541,-761.1809
2017-01-03,8168.7,8189.75,1,21.05,21.02474,1857.385,2597.541,-740.1561
2017-01-04,8212.2,8188.55,1,-23.65,-23.62162,1833.763,2597.541,-763.7777
2017-01-06,8304.9,8242.35,1,-62.55,-62.47494,1771.288,2597.541,-826.2527
2017-01-10,8274.7,8284.6,-1,-9.9,-9.91188,1761.376,2597.541,-836.1646
2017-01-11,8337.7,8379.75,1,42.05,41.99954,1803.376,2597.541,-794.165
2017-01-12,8395.3,8407.15,-1,-11.85,-11.86422,1791.512,2597.541,-806.0292
2017-01-13,8408.95,8398.3,-1,10.65,10.66278,1802.175,2597.541,-795.3665
2017-01-16,8396.3,8410.35,1,14.05,14.03314,1816.208,2597.541,-781.3333
2017-01-17,8432.3,8402.05,-1,30.25,30.2863,1846.494,2597.541,-751.047
2017-01-18,8438.3,8422.15,1,-16.15,-16.13062,1830.363,2597.541,-767.1776
2017-01-19,8425.5,8434.35,1,8.85,8.83938,1839.203,2597.541,-758.3383
2017-01-20,8407.3,8346.95,-1,60.35,60.42242,1899.625,2597.541,-697.9158
2017-01-23,8368.15,8390.95,1,22.8,22.77264,1922.398,2597.541,-675.1432
2017-01-25,8512.45,8605.85,1,93.4,93.28792,2015.686,2597.541,-581.8553
2017-01-27,8640.85,8642.95,-1,-2.1,-2.10252,2013.583,2597.541,-583.9578
2017-01-30,8646.95,8630.5,1,-16.45,-16.43026,1997.153,2597.541,-600.3881
2017-01-31,8580.9,8566.1,-1,14.8,14.81776,2011.971,2597.541,-585.5703
2017-02-01,8564.15,8717.65,-1,-153.5,-153.6842,1858.287,2597.541,-739.2545
2017-02-02,8694.15,8729.75,-1,-35.6,-35.64272,1822.644,2597.541,-774.8972
2017-02-03,8743.1,8743.1,1,0,0,1822.644,2597.541,-774.8972
2017-02-06,8774.8,8801.05,-1,-26.25,-26.2815,1796.362,2597.541,-801.1787
2017-02-07,8784.15,8764.55,-1,19.6,19.62352,1815.986,2597.541,-781.5552
2017-02-08,8769.9,8774.95,-1,-5.05,-5.05606,1810.93,2597.541,-786.6113
2017-02-09,8811.1,8782.15,-1,28.95,28.98474,1839.914,2597.541,-757.6265
2017-02-10,8788.8,8792,-1,-3.2,-3.20384,1836.711,2597.541,-760.8304
2017-02-13,8789.45,8808.7,-1,-19.25,-19.2731,1817.438,2597.541,-780.1035
2017-02-14,8782.4,8797.35,-1,-14.95,-14.96794,1802.47,2597.541,-795.0714
2017-02-16,8735.3,8778.85,-1,-43.55,-43.60226,1758.867,2597.541,-838.6737
2017-02-17,8837.35,8821.75,-1,15.6,15.61872,1774.486,2597.541,-823.0549
2017-02-21,8871.15,8909.9,-1,-38.75,-38.7965,1735.69,2597.541,-861.8514
2017-02-22,8927.5,8931.4,-1,-3.9,-3.90468,1731.785,2597.541,-865.7561
2017-02-23,8941,8929.3,-1,11.7,11.71404,1743.499,2597.541,-854.0421
2017-02-27,8947.4,8899.5,1,-47.9,-47.84252,1695.656,2597.541,-901.8846
2017-02-28,8903.1,8873.05,-1,30.05,30.08606,1725.742,2597.541,-871.7985
2017-03-01,8941.9,8948.15,1,6.25,6.2425,1731.985,2597.541,-865.556
2017-03-02,8968.3,8889.55,-1,78.75,78.8445,1810.829,2597.541,-786.7115
2017-03-03,8901.45,8891.75,1,-9.7,-9.68836,1801.141,2597.541,-796.3999
2017-03-06,8955.65,8965.6,1,9.95,9.93806,1811.079,2597.541,-786.4618
2017-03-08,8944.35,8925.5,-1,18.85,18.87262,1829.952,2597.541,-767.5892
2017-03-10,8947.7,8930.45,-1,17.25,17.2707,1847.222,2597.541,-750.3185
2017-03-14,9064.45,9089.9,-1,-25.45,-25.48054,1821.742,2597.541,-775.7991
2017-03-15,9090.4,9090.65,1,0.25,0.2497,1821.992,2597.541,-775.5494
2017-03-16,9152.7,9153.3,1,0.6,0.59928,1822.591,2597.541,-774.9501
2017-03-17,9184.95,9158.45,1,-26.5,-26.4682,1796.123,2597.541,-801.4183
2017-03-20,9131.15,9126.65,-1,4.5,4.5054,1800.628,2597.541,-796.9129
2017-03-21,9144.35,9122.75,1,-21.6,-21.57408,1779.054,2597.541,-818.487
2017-03-23,9063.3,9088.95,1,25.65,25.61922,1804.673,2597.541,-792.8677
2017-03-24,9117,9107.55,1,-9.45,-9.43866,1795.235,2597.541,-802.3064
2017-03-28,9087.95,9097.1,-1,-9.15,-9.16098,1786.074,2597.541,-811.4674
2017-03-29,9121.1,9146.15,1,25.05,25.01994,1811.094,2597.541,-786.4474
2017-03-30,9153.6,9172.95,-1,-19.35,-19.37322,1791.72,2597.541,-805.8207
2017-03-31,9171.55,9170.3,1,-1.25,-1.2485,1790.472,2597.541,-807.0692
2017-04-03,9203.1,9235.65,1,32.55,32.51094,1822.983,2597.541,-774.5582
2017-04-05,9231.65,9270.8,-1,-39.15,-39.19698,1783.786,2597.541,-813.7552
2017-04-06,9244.8,9264.4,1,19.6,19.57648,1803.362,2597.541,-794.1787
2017-04-07,9238.45,9193.5,1,-44.95,-44.89606,1758.466,2597.541,-839.0748
2017-04-10,9215.5,9182.4,1,-33.1,-33.06028,1725.406,2597.541,-872.1351
2017-04-11,9183.1,9236,-1,-52.9,-52.96348,1672.442,2597.541,-925.0985
2017-04-13,9173.35,9149.45,-1,23.9,23.92868,1696.371,2597.541,-901.1699
2017-04-17,9122.2,9135.6,-1,-13.4,-13.41608,1682.955,2597.541,-914.5859
2017-04-18,9209.55,9107.5,1,-102.05,-101.9275,1581.028,2597.541,-1016.513
2017-04-19,9081.95,9099.65,-1,-17.7,-17.72124,1563.306,2597.541,-1034.235
2017-04-20,9129.3,9141.05,1,11.75,11.7359,1575.042,2597.541,-1022.499
2017-04-24,9158.55,9219.55,1,61,60.9268,1635.969,2597.541,-961.572
2017-04-25,9251.7,9306.45,-1,-54.75,-54.8157,1581.153,2597.541,-1016.388
2017-04-26,9337.3,9357.4,1,20.1,20.07588,1601.229,2597.541,-996.3118
2017-04-27,9346.05,9338.8,-1,7.25,7.2587,1608.488,2597.541,-989.0531
2017-04-28,9297.9,9299.6,-1,-1.7,-1.70204,1606.786,2597.541,-990.7552
2017-05-02,9350.35,9313.15,1,-37.2,-37.15536,1569.63,2597.541,-1027.911
2017-05-04,9346,9361.1,-1,-15.1,-15.11812,1554.512,2597.541,-1043.029
2017-05-08,9302,9319.85,-1,-17.85,-17.87142,1536.641,2597.541,-1060.9
2017-05-09,9312.65,9318.2,-1,-5.55,-5.55666,1531.084,2597.541,-1066.457
2017-05-10,9365.55,9405.9,1,40.35,40.30158,1571.386,2597.541,-1026.155
2017-05-11,9442.1,9426.65,1,-15.45,-15.43146,1555.954,2597.541,-1041.587
2017-05-15,9426.1,9446.2,-1,-20.1,-20.12412,1535.83,2597.541,-1061.711
2017-05-16,9487.3,9511.05,1,23.75,23.7215,1559.552,2597.541,-1037.989
2017-05-17,9489.45,9529.6,-1,-40.15,-40.19818,1519.354,2597.541,-1078.187
2017-05-18,9479.5,9436.8,-1,42.7,42.75124,1562.105,2597.541,-1035.436
2017-05-19,9466.95,9420.95,-1,46,46.0552,1608.16,2597.541,-989.381
2017-05-22,9464.55,9436.05,-1,28.5,28.5342,1636.694,2597.541,-960.8468
2017-05-23,9384.15,9383.2,-1,0.95,0.95114,1637.645,2597.541,-959.8956
2017-05-24,9421.65,9360.55,1,-61.1,-61.02668,1576.619,2597.541,-1020.922
2017-05-25,9407.95,9515.6,1,107.65,107.5208,1684.14,2597.541,-913.4015
2017-05-26,9536.65,9595.2,1,58.55,58.47974,1742.619,2597.541,-854.9218
2017-05-29,9625.4,9603.25,1,-22.15,-22.12342,1720.496,2597.541,-877.0452
2017-05-30,9611.35,9620.85,1,9.5,9.4886,1729.984,2597.541,-867.5566
2017-05-31,9631.95,9624.65,1,-7.3,-7.29124,1722.693,2597.541,-874.8478
2017-06-01,9623.7,9617.65,1,-6.05,-6.04274,1716.65,2597.541,-880.8906
2017-06-02,9664.5,9654.6,1,-9.9,-9.88812,1706.762,2597.541,-890.7787
2017-06-07,9660.95,9665.05,1,4.1,4.09508,1710.857,2597.541,-886.6836
2017-06-08,9660.7,9646.2,-1,14.5,14.5174,1725.375,2597.541,-872.1662
2017-06-09,9639,9667,1,28,27.9664,1753.341,2597.541,-844.1998
2017-06-13,9642.95,9613.85,1,-29.1,-29.06508,1724.276,2597.541,-873.2649
2017-06-14,9609.2,9616.95,1,7.75,7.7407,1732.017,2597.541,-865.5242
2017-06-15,9593.05,9579.45,-1,13.6,13.61632,1745.633,2597.541,-851.9079
2017-06-16,9595.85,9589.6,-1,6.25,6.2575,1751.891,2597.541,-845.6504
2017-06-19,9641.25,9658.1,1,16.85,16.82978,1768.72,2597.541,-828.8206
2017-06-20,9675.7,9655.85,1,-19.85,-19.82618,1748.894,2597.541,-848.6468
2017-06-21,9639.2,9629.45,1,-9.75,-9.7383,1739.156,2597.541,-858.3851
2017-06-22,9679.35,9636.9,1,-42.45,-42.39906,1696.757,2597.541,-900.7841
2017-06-28,9515.75,9493.35,1,-22.4,-22.37312,1674.384,2597.541,-923.1572
2017-06-29,9545.4,9500.1,1,-45.3,-45.24564,1629.138,2597.541,-968.4029
2017-07-03,9557.65,9611.3,1,53.65,53.58562,1682.724,2597.541,-914.8173
2017-07-04,9619.05,9613,-1,6.05,6.05726,1688.781,2597.541,-908.76
2017-07-06,9657.9,9671.95,1,14.05,14.03314,1702.814,2597.541,-894.7269
2017-07-07,9658.95,9664.6,-1,-5.65,-5.65678,1697.157,2597.541,-900.3836
2017-07-10,9668.1,9771.55,-1,-103.45,-103.5741,1593.583,2597.541,-1003.958
2017-07-11,9802.65,9791.35,1,-11.3,-11.28644,1582.297,2597.541,-1015.244
2017-07-13,9873.05,9891.75,-1,-18.7,-18.72244,1563.574,2597.541,-1033.967
2017-07-14,9883.55,9887,1,3.45,3.44586,1567.02,2597.541,-1030.521
2017-07-17,9915.35,9919.05,1,3.7,3.69556,1570.716,2597.541,-1026.825
2017-07-18,9875.85,9829.95,1,-45.9,-45.84492,1524.871,2597.541,-1072.67
2017-07-20,9906.75,9872.05,-1,34.7,34.74164,1559.612,2597.541,-1037.929
2017-07-21,9896.3,9916.9,1,20.6,20.57528,1580.188,2597.541,-1017.353
2017-07-24,9938.85,9966.1,1,27.25,27.2173,1607.405,2597.541,-990.1359
2017-07-25,9966.55,9961.75,-1,4.8,4.80576,1612.211,2597.541,-985.3302
2017-07-26,9988.25,10021.9,1,33.65,33.60962,1645.82,2597.541,-951.7206
2017-07-27,10069.45,10017.45,-1,52,52.0624,1697.883,2597.541,-899.6582
2017-07-28,9962.1,10014.8,-1,-52.7,-52.76324,1645.12,2597.541,-952.4214
2017-07-31,10030.85,10078.85,-1,-48,-48.0576,1597.062,2597.541,-1000.479
2017-08-01,10099.15,10118.55,1,19.4,19.37672,1616.439,2597.541,-981.1023
2017-08-04,10015.3,10070.65,1,55.35,55.28358,1671.722,2597.541,-925.8187
2017-08-08,10066,9972.15,-1,93.85,93.96262,1765.685,2597.541,-831.8561
2017-08-09,9947.05,9911.65,1,-35.4,-35.35752,1730.327,2597.541,-867.2136
2017-08-10,9859.1,9814.95,-1,44.15,44.20298,1774.53,2597.541,-823.0106
2017-08-11,9710.85,9717.3,-1,-6.45,-6.45774,1768.073,2597.541,-829.4684
2017-08-14,9774.4,9797,1,22.6,22.57288,1790.646,2597.541,-806.8955
2017-08-16,9786.95,9895.65,-1,-108.7,-108.8304,1681.815,2597.541,-915.7259
2017-08-17,9929.7,9889.8,1,-39.9,-39.85212,1641.963,2597.541,-955.578
2017-08-18,9828.15,9843.35,-1,-15.2,-15.21824,1626.745,2597.541,-970.7963
2017-08-21,9883.05,9754.9,1,-128.15,-127.9962,1498.749,2597.541,-1098.793
2017-08-22,9783.85,9765.35,-1,18.5,18.5222,1517.271,2597.541,-1080.27
2017-08-23,9791.5,9854.45,-1,-62.95,-63.02554,1454.245,2597.541,-1143.296
2017-08-24,9866.25,9863.4,1,-2.85,-2.84658,1451.399,2597.541,-1146.142
2017-08-29,9854.9,9795.4,-1,59.5,59.5714,1510.97,2597.541,-1086.571
2017-08-30,9876.25,9882.5,1,6.25,6.2425,1517.212,2597.541,-1080.329
2017-08-31,9867.85,9918.85,-1,-51,-51.0612,1466.151,2597.541,-1131.39
2017-09-01,9943.25,9978.75,1,35.5,35.4574,1501.609,2597.541,-1095.932
2017-09-04,9955.75,9918.8,-1,36.95,36.99434,1538.603,2597.541,-1058.938
2017-09-05,9942.55,9955.25,1,12.7,12.68476,1551.288,2597.541,-1046.253
2017-09-06,9910.45,9911.65,1,1.2,1.19856,1552.486,2597.541,-1045.055
2017-09-07,9941.75,9935.5,-1,6.25,6.2575,1558.744,2597.541,-1038.797
2017-09-08,9949.05,9938.1,-1,10.95,10.96314,1569.707,2597.541,-1027.834
2017-09-11,9991.3,10007.2,1,15.9,15.88092,1585.588,2597.541,-1011.953
2017-09-12,10051.35,10092.85,1,41.5,41.4502,1627.038,2597.541,-970.5029
2017-09-13,10104.65,10069.9,1,-34.75,-34.7083,1592.33,2597.541,-1005.211
2017-09-14,10108.15,10083.8,-1,24.35,24.37922,1616.709,2597.541,-980.832
2017-09-15,10095.3,10085.2,1,-10.1,-10.08788,1606.621,2597.541,-990.9199
2017-09-18,10165.95,10151.7,1,-14.25,-14.2329,1592.388,2597.541,-1005.153
2017-09-19,10153.15,10147.8,1,-5.35,-5.34358,1587.045,2597.541,-1010.496
2017-09-20,10149.25,10141.4,-1,7.85,7.85942,1594.904,2597.541,-1002.637
2017-09-22,10029.9,9965.05,-1,64.85,64.92782,1659.832,2597.541,-937.7091
2017-09-25,9873.6,9876,-1,-2.4,-2.40288,1657.429,2597.541,-940.112
2017-09-26,9869.4,9873.45,1,4.05,4.04514,1661.474,2597.541,-936.0668
2017-09-27,9862.65,9726.4,-1,136.25,136.4135,1797.888,2597.541,-799.6533
2017-09-28,9693.45,9764.05,-1,-70.6,-70.68472,1727.203,2597.541,-870.3381
2017-09-29,9825.45,9784.15,1,-41.3,-41.25044,1685.953,2597.541,-911.5885
2017-10-05,9930.45,9883.7,1,-46.75,-46.6939,1639.259,2597.541,-958.2824
2017-10-06,9929.65,9982.95,-1,-53.3,-53.36396,1585.895,2597.541,-1011.646
2017-10-09,9996.1,9990.9,1,-5.2,-5.19376,1580.701,2597.541,-1016.84
2017-10-10,10013.55,10018.1,-1,-4.55,-4.55546,1576.145,2597.541,-1021.396
2017-10-11,10057.05,9983.2,1,-73.85,-73.76138,1502.384,2597.541,-1095.157
2017-10-12,9999.05,10097.8,1,98.75,98.6315,1601.016,2597.541,-996.5255
2017-10-13,10159,10169.45,1,10.45,10.43746,1611.453,2597.541,-986.088
2017-10-16,10240.75,10226.55,1,-14.2,-14.18296,1597.27,2597.541,-1000.271
2017-10-17,10220.45,10235.25,-1,-14.8,-14.81776,1582.452,2597.541,-1015.089
2017-10-18,10189.85,10203.65,-1,-13.8,-13.81656,1568.636,2597.541,-1028.905
2017-10-23,10192.1,10189.95,-1,2.15,2.15258,1570.788,2597.541,-1026.753
2017-10-24,10203.35,10210.65,1,7.3,7.29124,1578.08,2597.541,-1019.461
2017-10-25,10256.05,10300.7,-1,-44.65,-44.70358,1533.376,2597.541,-1064.165
2017-10-26,10294.85,10345.75,1,50.9,50.83892,1584.215,2597.541,-1013.326
2017-10-27,10335.15,10320.15,-1,15,15.018,1599.233,2597.541,-998.3081
2017-10-30,10368.1,10365.95,1,-2.15,-2.14742,1597.085,2597.541,-1000.456
2017-10-31,10361.35,10334,1,-27.35,-27.31718,1569.768,2597.541,-1027.773
2017-11-03,10421.1,10449.45,-1,-28.35,-28.38402,1541.384,2597.541,-1056.157
2017-11-06,10434.3,10455.3,-1,-21,-21.0252,1520.359,2597.541,-1077.182
2017-11-07,10450.8,10348.2,-1,102.6,102.7231,1623.082,2597.541,-974.4588
2017-11-08,10373.2,10306.8,-1,66.4,66.47968,1689.562,2597.541,-907.9791
2017-11-10,10257,10338.25,-1,-81.25,-81.3475,1608.214,2597.541,-989.3266
2017-11-13,10292.2,10228.1,-1,64.1,64.17692,1672.391,2597.541,-925.1497
2017-11-15,10146.7,10122.4,-1,24.3,24.32916,1696.72,2597.541,-900.8206
2017-11-16,10166.95,10208.9,1,41.95,41.89966,1738.62,2597.541,-858.9209
2017-11-17,10314.1,10287.45,-1,26.65,26.68198,1765.302,2597.541,-832.2389
2017-11-20,10304.3,10301.65,1,-2.65,-2.64682,1762.655,2597.541,-834.8857
2017-11-21,10326.8,10326.95,-1,-0.15,-0.15018,1762.505,2597.541,-835.0359
2017-11-22,10353.65,10339.75,-1,13.9,13.91668,1776.422,2597.541,-821.1192
2017-11-23,10348.1,10348,1,-0.1,-0.09988,1776.322,2597.541,-821.2191
2017-11-24,10378.95,10389.5,1,10.55,10.53734,1786.859,2597.541,-810.6818
2017-11-27,10367.75,10400.45,1,32.7,32.66076,1819.52,2597.541,-778.021
2017-11-28,10374.8,10372.05,-1,2.75,2.7533,1822.273,2597.541,-775.2677
2017-11-29,10375.95,10366.5,-1,9.45,9.46134,1831.735,2597.541,-765.8064
2017-11-30,10310.9,10222.05,1,-88.85,-88.74338,1742.991,2597.541,-854.5498
2017-12-01,10246.3,10125.05,-1,121.25,121.3955,1864.387,2597.541,-733.1543
2017-12-04,10124.3,10123.9,1,-0.4,-0.39952,1863.987,2597.541,-733.5538
2017-12-05,10085.45,10114.95,-1,-29.5,-29.5354,1834.452,2597.541,-763.0892
2017-12-06,10101.2,10043.05,1,-58.15,-58.08022,1776.372,2597.541,-821.1694
2017-12-07,10088.9,10173.8,1,84.9,84.79812,1861.17,2597.541,-736.3713
2017-12-08,10228.25,10263.6,1,35.35,35.30758,1896.477,2597.541,-701.0637
2017-12-11,10320.8,10320.4,1,-0.4,-0.39952,1896.078,2597.541,-701.4632
2017-12-12,10281.95,10242.85,-1,39.1,39.14692,1935.225,2597.541,-662.3163
2017-12-13,10221.8,10196.8,-1,25,25.03,1960.255,2597.541,-637.2863
2017-12-14,10217.65,10253.3,1,35.65,35.60722,1995.862,2597.541,-601.6791
2017-12-15,10357.1,10337.05,1,-20.05,-20.02594,1975.836,2597.541,-621.705
2017-12-18,10293.3,10392,1,98.7,98.58156,2074.418,2597.541,-523.1235
2017-12-20,10475.35,10443.35,1,-32,-31.9616,2042.456,2597.541,-555.0851
2017-12-22,10462.25,10498.1,-1,-35.85,-35.89302,2006.563,2597.541,-590.9781
2017-12-26,10493.6,10529.2,-1,-35.6,-35.64272,1970.92,2597.541,-626.6208
2017-12-27,10535.7,10503.7,1,-32,-31.9616,1938.959,2597.541,-658.5824
2017-12-28,10493.85,10472.2,-1,21.65,21.67598,1960.635,2597.541,-636.9064
2017-12-29,10515.5,10534.35,1,18.85,18.82738,1979.462,2597.541,-618.079
2018-01-01,10516.9,10443.25,-1,73.65,73.73838,2053.2,2597.541,-544.3407
2018-01-03,10483,10440.65,1,-42.35,-42.29918,2010.901,2597.541,-586.6398
2018-01-04,10460.05,10503.95,1,43.9,43.84732,2054.748,2597.541,-542.7925
2018-01-05,10546.75,10555.3,1,8.55,8.53974,2063.288,2597.541,-534.2528
2018-01-08,10605,10625.8,-1,-20.8,-20.82496,2042.463,2597.541,-555.0777
2018-01-09,10628.9,10636.75,1,7.85,7.84058,2050.304,2597.541,-547.2372
2018-01-10,10632.3,10636.25,-1,-3.95,-3.95474,2046.349,2597.541,-551.1919
2018-01-11,10616,10651.5,-1,-35.5,-35.5426,2010.807,2597.541,-586.7345
2018-01-15,10734.9,10740.35,1,5.45,5.44346,2016.25,2597.541,-581.291
2018-01-16,10756.3,10698.25,1,-58.05,-57.98034,1958.27,2597.541,-639.2714
2018-01-17,10674.75,10788.55,-1,-113.8,-113.9366,1844.333,2597.541,-753.2079
2018-01-18,10883.35,10816.65,1,-66.7,-66.61996,1777.713,2597.541,-819.8279
2018-01-19,10843.8,10890.05,1,46.25,46.1945,1823.908,2597.541,-773.6334
2018-01-22,10920.7,10956.75,1,36.05,36.00674,1859.914,2597.541,-737.6267
2018-01-23,11029,11087.9,1,58.9,58.82932,1918.744,2597.541,-678.7973
2018-01-24,11105.95,11091.5,1,-14.45,-14.43266,1904.311,2597.541,-693.23
2018-01-25,11081.8,11074.8,1,-7,-6.9916,1897.319,2597.541,-700.2216
2018-01-29,11135.9,11133.05,1,-2.85,-2.84658,1894.473,2597.541,-703.0682
2018-02-01,11014.25,11020.35,-1,-6.1,-6.10732,1888.366,2597.541,-709.1755
2018-02-02,10946.45,10771.95,1,-174.5,-174.2906,1714.075,2597.541,-883.4661
2018-02-06,10413.1,10478.5,1,65.4,65.32152,1779.396,2597.541,-818.1446
2018-02-07,10546.55,10479.65,-1,66.9,66.98028,1846.377,2597.541,-751.1643
2018-02-08,10551.2,10584.65,1,33.45,33.40986,1879.787,2597.541,-717.7544
2018-02-09,10440.75,10461.55,1,20.8,20.77504,1900.562,2597.541,-696.9794
2018-02-12,10518.3,10539.15,-1,-20.85,-20.87502,1879.687,2597.541,-717.8544
2018-02-14,10534.9,10503,-1,31.9,31.93828,1911.625,2597.541,-685.9161
2018-02-15,10526.15,10548.3,-1,-22.15,-22.17658,1889.448,2597.541,-708.0927
2018-02-19,10432.6,10376.5,-1,56.1,56.16732,1945.616,2597.541,-651.9254
2018-02-20,10373.95,10353.15,-1,20.8,20.82496,1966.441,2597.541,-631.1004
2018-02-21,10374.35,10395.7,-1,-21.35,-21.37562,1945.065,2597.541,-652.4761
2018-02-22,10345.6,10380.35,-1,-34.75,-34.7917,1910.273,2597.541,-687.2678
2018-02-23,10407.95,10487.25,-1,-79.3,-79.39516,1830.878,2597.541,-766.6629
2018-02-26,10549.8,10586.6,1,36.8,36.75584,1867.634,2597.541,-729.9071
2018-02-27,10598.05,10555.3,-1,42.75,42.8013,1910.435,2597.541,-687.1058
2018-02-28,10488.7,10492.25,1,3.55,3.54574,1913.981,2597.541,-683.56
2018-03-01,10509.25,10459.3,-1,49.95,50.00994,1963.991,2597.541,-633.5501
2018-03-07,10229.65,10149.9,1,-79.75,-79.6543,1884.337,2597.541,-713.2044
2018-03-08,10238.6,10227.3,1,-11.3,-11.28644,1873.05,2597.541,-724.4908
2018-03-09,10265.65,10225.95,1,-39.7,-39.65236,1833.398,2597.541,-764.1432
2018-03-12,10304.75,10427.6,-1,-122.85,-122.9974,1710.4,2597.541,-887.1406
2018-03-13,10419.85,10410.4,-1,9.45,9.46134,1719.862,2597.541,-877.6793
2018-03-14,10375.05,10409,-1,-33.95,-33.99074,1685.871,2597.541,-911.67
2018-03-15,10415.4,10364.4,1,-51,-50.9388,1634.932,2597.541,-962.6088
2018-03-16,10309.55,10189.3,-1,120.25,120.3943,1755.326,2597.541,-842.2145
2018-03-19,10194.65,10087.15,1,-107.5,-107.371,1647.955,2597.541,-949.5855
2018-03-20,10093.2,10118.5,1,25.3,25.26964,1673.225,2597.541,-924.3159
2018-03-21,10182.2,10164.65,-1,17.55,17.57106,1690.796,2597.541,-906.7448
2018-03-22,10189.45,10111.2,1,-78.25,-78.1561,1612.64,2597.541,-984.9009
2018-03-23,9959.85,10005.8,-1,-45.95,-46.00514,1566.635,2597.541,-1030.906
2018-03-26,10007.25,10135.25,1,128,127.8464,1694.481,2597.541,-903.0597
2018-03-27,10191.15,10183.3,1,-7.85,-7.84058,1686.641,2597.541,-910.9002
2018-03-28,10119.5,10103.05,-1,16.45,16.46974,1703.111,2597.541,-894.4305
2018-04-02,10141.8,10212.05,-1,-70.25,-70.3343,1632.776,2597.541,-964.7648
2018-04-03,10213.35,10244.4,-1,-31.05,-31.08726,1601.689,2597.541,-995.8521
2018-04-04,10242.2,10135.4,-1,106.8,106.9282,1708.617,2597.541,-888.9239
2018-04-05,10266.85,10322.75,1,55.9,55.83292,1764.45,2597.541,-833.091
2018-04-06,10322.2,10332.15,1,9.95,9.93806,1774.388,2597.541,-823.1529
2018-04-09,10368.25,10383.85,-1,-15.6,-15.61872,1758.769,2597.541,-838.7716
2018-04-10,10405.55,10400.75,-1,4.8,4.80576,1763.575,2597.541,-833.9659
2018-04-11,10412.9,10421.65,1,8.75,8.7395,1772.315,2597.541,-825.2264
2018-04-12,10414,10460.2,1,46.2,46.14456,1818.459,2597.541,-779.0818
2018-04-13,10477.55,10478.8,-1,-1.25,-1.2515,1817.208,2597.541,-780.3333
2018-04-16,10469.4,10523.3,1,53.9,53.83532,1871.043,2597.541,-726.498
2018-04-17,10514.5,10547.7,-1,-33.2,-33.23984,1837.803,2597.541,-759.7378
2018-04-18,10569.15,10531.7,1,-37.45,-37.40506,1800.398,2597.541,-797.1429
2018-04-19,10564,10563.35,1,-0.65,-0.64922,1799.749,2597.541,-797.7921
2018-04-20,10569.25,10559.9,1,-9.35,-9.33878,1790.41,2597.541,-807.1309
2018-04-23,10563.9,10585.8,1,21.9,21.87372,1812.284,2597.541,-785.2572
